text,label
"Tôi trở về nhà, tôi thường cảm thấy kiệt sức và kiệt sức",0
Tôi có cảm giác cô ấy thực sự thích chiếc chăn mới của mình,2
Tôi vẫn cố gắng cảm thấy yên tĩnh và đánh giá cao kỳ quan khảo cổ học này,1
Tôi cũng cảm thấy không quan trọng,0
"Có lẽ thỉnh thoảng tôi sẽ dùng bữa ở đây một lần, đặc biệt nếu tôi cảm thấy giàu có mà tôi không",1
Tôi đã nhận được chuột lang khi tôi sống trong một căn hộ nhỏ ở London và cảm thấy khá chán nản về cuộc sống,0
Tôi cảm thấy nó hoàn toàn tích cực,1
Tôi cảm thấy bị xúc phạm bởi kỹ thuật này cũng được chứng minh là một trong những điều tồi tệ nhất đối với giáo dục vì tôi đã đọc slide nhanh hơn anh ấy có thể nói,3
Tôi cảm thấy có vinh dự được làm người mẹ bé gái quý giá này,1
"Tôi cảm thấy kiệt sức, ít nhất là bây giờ tôi có một cái gì đó để mong đợi",0
"Tôi hối hận vì tôi cảm thấy tồi tệ rằng tôi không thể tận hưởng mọi thứ nếu tôi ở một mình, cuối cùng tôi đã gặp anh trai tôi sau đó, người đang ở Baltimore với bạn gái mới của anh ấy và muốn gặp tôi cũng như giới thiệu tôi với cô ấy",0
"Tôi cảm thấy chán nản, tại sao bóng tối phải đến, tại sao trái tim tôi phải cô đơn và khao khát thiên đàng, thiên đàng và nhà khi Chúa Giê-xu là phần của tôi, người bạn thường xuyên của tôi là Ngài, ồ, mắt Ngài nhìn vào con chim sẻ và tôi biết Ngài trông chừng nó trên tôi",0
"Tôi chỉ cảm thấy tò mò, thiếu kiên nhẫn, háo hức và bối rối;",5
Tôi cảm thấy rằng việc trao giải thưởng vội vàng thực sự làm loãng sự kiện và trong tương lai việc trao giải sẽ không vội vàng và sẽ đúng thời gian biểu,3
Tôi yêu cầu họ tham gia cùng tôi trong việc tạo ra một thế giới nơi các cô gái tất cả các tuổi có thể lớn lên cảm thấy hy vọng và mạnh mẽ,1
im một chút lo lắng rằng bệnh nhìn lên một ngày và tất cả các lá sẽ ở trên mặt đất và cảm thấy xấu như tôi đã bỏ lỡ nó,0
Kết quả là bây giờ tôi cảm thấy kinh khủng,0
Tôi không bao giờ có thể yêu bất cứ ai vì cảm xúc của tôi khiến tôi quá nguy hiểm,3
Tôi cảm thấy hài lòng và hạnh phúc với lựa chọn của mình ngày hôm nay,1
Tôi đang thở tốt và cảm thấy khá sôi nổi và lạc quan,1
Tôi cảm thấy hơi thương tiếc kể từ khi tôi đọc một bản tin của một trong những người bạn MySpace của tôi,0
"Tôi đã cảm thấy rất bồn chồn ở nhà những ngày này, có lẽ vì tôi đã bị nhốt ở trường và ở nhà quá lâu",4
Tôi có thể hít thở mùi hương của anh ấy lần đầu tiên tôi sẽ cảm nhận được vòng tay của anh ấy nếu chỉ trong một cái ôm thân thiện trong năm năm,1
Tôi cảm thấy bàn tay dịu dàng vuốt ve tôi với sự chăm sóc dịu dàng trên đôi vai cuộn tròn của tôi và kéo về phía ôm lấy mặt trời vươn về phía khuôn mặt tìm kiếm của tôi,2
Tôi ngay lập tức cảm thấy bị từ chối,0
"Tôi cảm thấy thực sự bị oan, thực tế những gì Hồ Gia làm là tốt cho xã hội",3
Tôi cảm thấy lo lắng và lo lắng về tất cả những điều tồi tệ tôi phải làm ngày hôm nay,4
"Tôi thực hiện chuyến đi, tôi cảm thấy một sự kết hợp kỳ lạ giữa phấn khích và sợ hãi",4
Bây giờ tôi đang cảm thấy bản thân mình nhiều hơn một lần nữa và tôi muốn nói lời cảm ơn đến tất cả mọi người vì những lời chúc tốt đẹp đáng yêu của bạn luôn có ý nghĩa rất lớn đối với tôi,2
Tôi được chứng nhận thông qua ACE và tôi yêu những gì tôi làm nhưng gần đây tôi cảm thấy như một kẻ giả mạo,0
"Tôi cảm thấy rất thông cảm và nói với anh ấy rằng tôi rất xin lỗi và bằng cách nào đó cảm thấy có trách nhiệm với việc anh ấy bị bỏng, điều đó thật nực cười vì anh ấy là một người đàn ông trưởng thành, đã sống trong làn da nhạy cảm với ánh nắng mặt trời trong nhiều năm và nên biết cách chăm sóc bản thân",2
"Tôi thực hiện thủ thuật và thực hiện phép thuật máy rửa chén của mình, tôi cảm thấy rất thông minh",1
Tôi cảm thấy rất thông cảm nhưng sau đó một lần nữa nó không giống như tình hình hiện tại,2
Tôi đã đăng một blog và tôi cảm thấy điều đó thật đáng tiếc,0
"Tôi bắt đầu cảm thấy đau lưng, đặc biệt là lưng dưới",0
Tôi cảm thấy cho những đứa trẻ này bởi vì bạn biết chúng tài năng nhưng tôi nghĩ một trong những điều với toàn bộ thỏa thuận American Idol là chúng nắm lấy bạn và bạn làm những gì họ nói với bạn,1
im viết lại nhưng cảm thấy muốn loại bỏ nó vì thiếu ý tưởng hỗ trợ,2
Tôi chỉ không cảm thấy như có cha mẹ quẫn trí thở xuống cổ tôi,4
"Tôi đã chờ đợi để có được một chút thời gian một mình trong một vài tuần nay và cuối cùng khi tôi nhận được nó, tôi cảm thấy hơi nhớ nhà",0
Tôi cũng không thể thể hiện tình cảm của mình với gia đình và người hâm mộ,1
"Tôi cũng cảm thấy tự hào về việc giảm cân của mình mà khi hoàn thành trong một vài tháng nữa, tôi sẽ giảm được khoảng kg xấp xỉ pound",1
Tôi cảm thấy hơi cô lập khi ở trong nhà mọi lúc,0
"Tôi cảm thấy rắc rối, tôi đoán sẽ là từ tốt nhất cho nó",0
Tôi nhíu chặt lông mày lại khi nhận ra phản ứng này và suy nghĩ điều gì có thể khiến tôi cảm thấy rất thích một người lạ,2
Tôi cảm thấy anh ấy đã khá thành công trong việc đạt được tầm nhìn của mình,1
Tôi cảm thấy xấu hổ dưới sự soi mói trêu chọc của anh ấy,4
"Tôi nghĩ kể từ khi tôi buộc phải hành động tất cả nhu mì và châu Á trước mặt đồng loại của tôi, tôi cảm thấy một chút ức chế đến mức tôi thậm chí không thể là chính mình",4
Tôi nhớ rất rõ cảm giác bị xúc phạm đến nỗi cô ấy thậm chí sẽ mơ ước một điều như vậy có thể là một lựa chọn,3
Tôi rất tôi cảm thấy rất vinh dự khi nói tất cả những gì tôi rất vinh dự,1
Tôi chỉ cảm thấy kỳ lạ khi làm điều đó nhưng tôi muốn chắc chắn rằng anh ấy cảm thấy được yêu thương trong đó,4
Tôi sẽ không cảm thấy khó chịu khi đeo nó tại nơi làm việc,4
Tôi cảm thấy rất choáng váng khi mọi người hiểu nó một cách lớn,5
Tôi đã cảm thấy hơi chán nản cho đến khi một trong những huấn luyện viên đai đen của chúng tôi tại võ đường Richard và tôi tự hỏi tại sao lại để bất kỳ ai khác định đoạt số phận của bạn,0
Tôi đang cố gắng tìm kiếm niềm vui trong điều đơn giản là Chúa đang tìm thấy niềm vui trong sự vâng phục của tôi đối với Ngài ngay cả khi nó không cảm thấy rất vui mừng theo cách mà tôi đã quen,1
"Tôi đã thấy một vài cây đàn piano mới hơn, rẻ hơn hoặc lớn hơn, nhưng luôn có thứ gì đó bị thiếu khiến tôi cảm thấy không chắc chắn về việc mua chúng",4
Tôi cảm thấy như nó trở nên được xã hội chấp nhận khi cho phép các quan điểm truyền thống được ném dưới gầm xe buýt mà không cần chiến đấu bởi vì bạn sẽ xúc phạm ai đó nếu bạn đứng lên,1
Tôi là một lý do khác khiến khách du lịch nước ngoài cảm thấy miễn cưỡng lái xe ở hòn đảo này,4
Tôi cảm thấy không được khỏe lắm,1
Tôi cảm thấy khập khiễng nhưng vẫn không hối hận khi đến,0
Tôi cảm thấy những cảm xúc lãng mạn trong tâm hồn tôi và cầu xin Chúa biến tôi thành bạn yêu tôi của bạn cảm thấy tôi linh hồn của bạn tôi Tôi muốn nghe nhịp đập của trái tim bởi u cho tôi bao giờ nếu bạn muốn như vậy nếu không tôi không là gì nếu không có u,2
"Tôi nhận thấy mình lo lắng về anh ấy, tôi đẩy cảm giác đó đi và thay thế suy nghĩ đó bằng điều gì đó tích cực hoặc nhắc nhở bản thân buông bỏ nó ngoài tầm kiểm soát của tôi",1
Tôi cảm thấy siêu tụt hậu trong tất cả các khía cạnh của cuộc sống mà tôi cần đọc,1
Tôi bắt đầu cảm thấy mình trở nên cáu kỉnh khi trò chuyện với anh ấy,3
Tôi nhớ đã xem nó và cảm thấy bị tàn phá vì sự quen thuộc tuyệt đối của tất cả,0
"Tôi thực sự đánh giá cao sự bảo vệ của anh ấy và hơi ghen tị với sự chú ý của tôi, nó khiến tôi cảm thấy có giá trị",1
"Tôi cảm thấy hơi giống Franz Liebkind trong các nhà sản xuất, không nhiều người biết điều đó, nhưng Fuhrer là một vũ công tuyệt vời",1
Tôi cảm thấy bạo lực hoặc một cái gì đó ngày hôm nay,3
Tôi chỉ cảm thấy rất khó xử và tôi biết tôi khó xử với họ,0
Tôi nghĩ đó là điều khiến tôi cảm thấy khóc,0
Tôi cảm thấy như tôi cần phải khóc trong vài ngày qua và nó làm tôi nhẹ nhõm vì tôi có thể khóc nhiều nước mắt như vậy ngày hôm nay haha,1
"Tôi muốn, nhưng không biết gì về nó, tôi bước vào vùng đất kẹo trang điểm trông hốc hác và cảm thấy rạng rỡ với một túi đầy sản phẩm, tất nhiên",1
Tôi cảm thấy hơi kỳ lạ,4
Tôi cảm thấy rất tự mãn,1
Tôi đoán những kỳ vọng về việc tôi quá hoàn hảo đã khiến tôi cảm thấy sợ thay đổi,4
im chỉ hạnh phúc để được cảm thấy một cái gì đó bởi vì trong vài ngày qua tôi cảm thấy xinh đẹp,1
"Tôi cảm thấy hạnh phúc về bản thân mình, lý do tại sao tôi có được ngày hôm nay",1
"Tôi cảm thấy với tấm lòng tự tin rằng tôi có thể là người vượt qua mà Chúa muốn tôi trở thành, vì vậy tôi rất ham học hỏi",1
Tôi đã xoay sở cả một ngày thứ ba để ăn sạch nhưng hôm nay đã uống nhiều caffeine và cảm thấy khá run rẩy,4
Tôi cảm thấy tràn đầy năng lượng và động lực hơn,1
Tôi đã cảm thấy khá thiếu kiên nhẫn và chắc hẳn đã nhấn quảng cáo vì đó là khi internet của tôi chết và Vista Virus Pro bắt đầu làm phiền tôi,3
im cảm thấy bitchy như địa ngục tối nay,3
Tôi bắt đầu cảm thấy lễ hội một chút vào đầu năm nay,1
Tôi cảm thấy như những lúc như thế này khi mọi thứ dường như không chắc chắn hơn một chút rằng tôi cảm ơn Chúa nhiều hơn vì những điều nhỏ nhặt,4
"Tôi cảm thấy lờ đờ, không có động lực, thiếu thốn và thất vọng;",0
"Tôi muốn kết hợp sử dụng nhiều hơn Công cụ Phục hồi và tôi cảm thấy rằng như một công cụ, điều này có thể hữu ích trong việc cho phép bệnh nhân kiểm soát sức khỏe tâm thần của họ",1
Tôi đã cảm thấy khá cô đơn,0
"Tôi cảm thấy nó sinh ra sự cô đơn và bất mãn và sau đó chúng tôi bước vào nền kinh tế và suy thoái và tiền bạc và thất nghiệp có thể gây căng thẳng như thế nào cho mọi người, sau đó cô ấy muốn biết điều gì đã gây ra suy thoái và sau đó chủ đề đã ly hôn",0
"Tôi của Anh, Louis XVI và Marie Antoinette cũng vậy, nhưng tôi nghĩ có lẽ tôi cảm thấy mất nước Nga nhiều hơn vì nó quá bạo lực, đó là toàn bộ gia đình và vì nó tương đối gần đây",3
"Tôi sống ngoài những thanh chanh trong vài tuần và sau đó cuối tuần này ăn, ăn và ăn và tất cả đều là thức ăn khủng khiếp và bây giờ tôi cảm thấy và nhìn và thật kinh khủng",0
Tôi cảm thấy bị xúc phạm khi thấy bất cứ ai mặc Crocs biểu tượng giày thời trang,3
"Tôi cảm thấy rất cô đơn, tôi cảm thấy như có rất ít người sẽ thực sự lắng nghe tôi",0
Tôi cảm thấy như kính mắt giả sẽ làm cho tôi trông già hơn và địa ngục cũng có thẩm quyền hơn một chút,0
Tôi cảm thấy thoải mái ngay cả khi tôi cảm thấy tốt như những gì Stasia đã nói,1
"Tôi ở ngay sau khi trang điểm xong, tôi thường không thoa kem nền nên tôi cảm thấy như mình trông giả tạo trong ảnh",0
i cảm thấy như ya allah im sợ puff đó là niềm vui người đàn ông sau đó id một ý tưởng,4
"Tôi thực sự không biết mình đang cảm thấy gì, đầu óc trống rỗng, tôi bối rối và tê liệt",0
"Bây giờ tôi nhẹ nhàng hơn nhiều, tôi cảm thấy vô cùng đam mê về bản thân và cuộc sống của tôi, vâng, tôi làm;",2
"Tôi say chẳng hạn, tôi cảm thấy bớt ngại ngùng hơn rất nhiều khi nói bằng ngoại ngữ mà tôi chưa hoàn toàn thành thạo",4
Tôi không biết nếu các bạn có thể liên quan nhưng tôi luôn luôn thích cảm thấy được chào đón và nhìn thấy một khuôn mặt tươi cười khi tôi có một điều trị spa,1
"Tôi nghĩ về chứng trầm cảm của chính mình, về những suy nghĩ tiêu cực mà Ive có gần đây và cách tôi có thể can thiệp vào những suy nghĩ đó để giúp bản thân không cảm thấy chán nản",0
Tôi cảm thấy điều tôi lo lắng nhất là có hai đứa con,4
Tôi cảm thấy mình vẫn nên quan tâm và quan tâm,2
Tôi đã không viết trong một thời gian và nó cảm thấy tuyệt vời để viết nguệch ngoạc mọi thứ xuống một cuốn sổ tay theo thời gian,1
Tôi gặp những người đàn ông cảm thấy không an toàn về phụ nữ,4
Tôi cảm thấy tiếc cho những người sử dụng máy duỗi tóc GHD nó sẽ không làm hỏng tóc của chính bạn,0
"Tôi sẽ cảm thấy nhàm chán, bị từ chối hoặc hết sức khó ưa",0
Tôi cảm thấy nhớ nhà và nhớ con mèo lông xù hợm hĩnh của mình,0
Tôi phải nói rằng lúc đầu nghe yunhos raps đã cho tôi cảm giác wtf đó nhưng sau khi nghe một vài lần tôi quyết tâm học chúng,1
Tôi đi đến phạm vi tôi cảm thấy như im như Russell Crowe trong Robin Hood hoặc Merida trong Brave,1
Tôi cảm thấy tuyệt vời sau khi,1
Tôi tiếp tục bổ sung thêm vì vậy xin vui lòng khám phá và cho tôi biết những gì bạn nghĩ,1
Tôi đi làm như bình thường và không cảm thấy tồi tệ dưới bất kỳ hình thức hay hình thức nào,0
Tôi cảm thấy trầm trọng hơn khi nghe Phoenix mất và tìm thấy,3
"Tôi cảm thấy hơi không chắc chắn, thực sự cô ấy là một cô gái tốt và một người bạn tốt",4
Tôi cảm thấy rằng các nhà thiết kế minh họa tài năng nhất là những người biết cách truyền đạt ý tưởng mà không phải cạm bẫy của crosshatching và lensflares trên mọi thứ,1
Tôi cảm thấy rất vinh dự không chỉ khi có thể chia sẻ nghệ thuật của cô ấy mà còn biết rằng cô ấy luôn ủng hộ tôi,1
"Tôi nhớ cảm giác như thể tôi không thuộc về và rằng tôi không đủ thông minh, đủ lạnh lùng hoặc thậm chí đủ trẻ",1
Tôi cảm thấy nản lòng vì không có gì xảy ra,0
Tôi đã hỏi Darren về điều đó khi anh ấy về nhà vì tôi cảm thấy hơi tò mò mặc dù điều đó không thực sự quan trọng và đó thực sự không phải là việc của tôi,5
Tôi cảm nhận được nỗi đau của điều này theo những cách mà chỉ có một TI bị tra tấn mới có thể hiểu được,4
Tôi cảm thấy hy vọng và sẽ cố gắng hết sức để thực hiện nó vào tuần tới mặc dù có hàng tá bài tập cuối cùng để đánh dấu,1
"Khi kết quả học kỳ II năm cuối của tôi được công bố, tôi đã rất ngây ngất",1
Tôi thích viết một cái gì đó thú vị ngay bây giờ nhưng tiếc là tôi cảm thấy thiếu cảm hứng,0
Tôi cảm thấy vui vì tôi vẫn có thể tự dạy con ở nhà,1
Tôi thấy mình than vãn về nhiệt độ mỗi ngày vào lúc này nhưng nó cảm thấy nóng một cách lố bịch,2
Tôi cảm thấy hòa đồng hơn những ngày này,1
Tôi cảm thấy tôi sẽ vô ơn Thiên Chúa và không có trách nhiệm với Giáo hội nếu tôi không sử dụng những nỗ lực nghèo nàn của mình về phía sự thật và hòa bình,0
im không cảm thấy không an toàn trong tháng này im cảm thấy đầy oomph,4
Tôi không thể ghét quá nhiều vì tôi cảm thấy như cô ấy trông khá hoàn hảo trong những bức ảnh này,1
Tôi bắt đầu cảm thấy cáu kỉnh về lý do tại sao tôi lại làm những gì tôi làm,3
"Tôi có thể cảm nhận được sức nóng rạng rỡ tỏa ra từ tình dục trần truồng của cô ấy, vươn tới đầu lưỡi thăm dò của sự cứng rắn của tôi",1
Tôi biết chính xác bạn khó chịu như thế nào và cảm thấy như chỉ thực sự chấp nhận được khi gây ra sự bất tiện đó cho gia đình,1
Tôi không sai khi cảm thấy tức giận nhưng tôi đã sai vì những gì tôi nói,3
Tôi cảm thấy hơi run rẩy và đau đầu,4
Tôi phải nói rằng nó làm cho tôi cảm thấy rất dịu dàng bên trong giống như một vết thương đã đóng vảy trên bề mặt nhưng vẫn còn nguyên và chưa lành bên dưới,2
Tôi tween ngồi cho mẹ tôi sếp năm tuổi và con trai năm tuổi vào cuối tuần này id nói trông trẻ nhưng điều đó cảm thấy kỳ lạ khi xem xét có n,5
Tôi cảm thấy như im trong một cơn lốc và im tiếp theo cố gắng không quá thiếu kiên nhẫn khi tôi chờ đợi,3
Tôi cảm thấy một cảm giác rất khác biệt nói với tôi rằng mọi thứ sẽ ổn và tất cả mọi thứ cuối cùng sẽ trở nên tốt đẹp cho tôi,1
"Tôi thực sự cảm thấy như tôi có rất nhiều thứ để cung cấp trong lĩnh vực này, tôi muốn tập trung vào những thanh thiếu niên gặp khó khăn",0
"Tôi cảm thấy vô dụng, tôi hiểu điều đó, nhưng không phải vì nghỉ hưu, đó là vì cuộc đấu tranh hàng ngày của tôi thường xuyên lấn át tôi",0
Tôi cảm thấy phiền vì anh ấy có thể thay đổi cảm xúc của mình một khi anh ấy quay lại với chúng tôi và khiến tôi đau lòng,0
im đã cảm thấy lờ đờ,0
Tôi cảm thấy hơi vô ích khi mọi người nói với tôi rằng tôi xinh đẹp mặc dù,0
im xin lỗi điều này rõ ràng xúc phạm rất nhiều phụ nữ khác bởi vì chỉ có phụ nữ cảm thấy cần phải nói điều gì đó thô lỗ nhưng tôi sẽ làm điều đó anyway,3
"Tôi giúp bận rộn làm việc quá sức chủ yếu nhưng không chỉ phụ nữ đi từ cảm giác choáng ngợp, thất vọng và thường tức giận về sức khỏe và ngoại hình của họ",5
"Tôi thích ngắm nhìn nụ cười của mọi người, cách trẻ em cười khúc khích, cách những đứa trẻ tuyệt đẹp tiến lại gần mẹ chúng hơn nếu người lạ mỉm cười với chúng và chúng cảm thấy sợ hãi như cách thanh thiếu niên náo nhiệt và tràn đầy sức sống và hy vọng",4
Tôi cảm thấy thực sự thoải mái trong họ,1
Tôi hy vọng một cái gì đó kỳ diệu xảy ra ngày hôm nay bởi vì tôi cảm thấy bơ phờ,0
Tôi không biết cô ấy lấy năng lượng từ đâu nhưng tôi cảm thấy hơi xấu hổ về việc tôi cảm thấy ủ rũ như thế nào khi tôi không ngủ đủ giấc,0
Tôi cảm thấy giống như người quản lý hàng ngày và tôi cũng cảm thấy được tôn trọng hơn từng ngày,1
Tôi cảm thấy như tôi đã bỏ lỡ khi tôi còn trẻ nhưng tôi rất năng động và sẽ hài lòng hơn nhiều khi ra ngoài và đi xe đạp,0
Tôi muốn ít nhất cảm thấy thông minh hơn và tôi tin rằng bản thân tôi trở thành một người đọc tốt sẽ giúp ích,1
"Tôi chỉ cảm thấy rằng với tư cách là độc giả và người đăng ký trung thành của tôi, bạn cần được thông báo về việc tiếp thị bướm thực sự tuyệt vời như thế nào và không được đưa đi xe để tôi có thể gửi một số khoản hoa hồng lớn",2
Một chuyến thăm nghiên cứu đến một nhà máy gà The Butchery,3
Tôi đã bị tổn thương bởi bình luận này vì nó khiến tôi cảm thấy không quan trọng và giống như anh ấy muốn hẹn hò với nhiều phụ nữ,0
Tôi cảm thấy hoàn toàn bất lực để làm bất cứ điều gì để giúp đỡ những người bị ảnh hưởng bởi những cơn lốc xoáy,4
Tôi phải đối phó với cảm giác hối hận,0
i chỉ không cảm thấy biết ơn rel bookmark một số ngày tôi chỉ không cảm thấy biết ơn đăng trên một href http babychaser,1
Tôi nhớ những khoảnh khắc cảm thấy lạc lõng hoặc tuyệt vọng khi tôi còn trẻ,0
Tôi chắc chắn sẽ dành tất cả cho anh ấy vì tôi cảm thấy anh ấy và tôi thích cách chúng tôi khen ngợi nhau,2
Tôi viết khi tôi cảm thấy hạnh phúc và trẻ con,1
"Tôi đã phạm sai lầm ngu ngốc khi nói rằng tôi vẫn ổn vào ngày hôm sau, lần cuối cùng hiệu trưởng trừng phạt tôi và điều đó chỉ khiến ông ấy cảm thấy ông ấy đã không trừng phạt tôi đủ mạnh",0
Tôi cảm thấy như mình đang được ôm chặt trong vòng tay yêu thương được bao quanh bởi một vòng tròn rộng lớn của những người sẽ không để tôi ngã,2
Tôi chỉ cảm thấy đặc biệt hoài niệm ngày hôm đó,2
Tôi cảm thấy vỡ mộng,0
Tôi cảm thấy rất áp lực,4
Tôi sẽ ba mươi tuổi vào năm tới và tôi cảm thấy tích cực về cuộc sống của tôi và những lựa chọn im thực hiện và những điều mà tôi đưa ra ngoài đó vào thế giới,1
Tôi cảm thấy một bộ óc sáng tạo mang lại sự đa dạng và tư duy mới hơn cho bất kỳ công việc nào,1
I Feel Naughty của Ratbagx,2
Tôi đảm bảo rằng nếu im chóng mặt hoặc cảm thấy như tôi sẽ nôn mửa trong nhiều tháng tôi sẽ không phải là một người rất dễ chịu,1
"Tôi mỉm cười, mọi người mỉm cười và nói với tôi rằng họ cảm thấy hơi vui khi thấy tôi vui vẻ vào buổi sáng",1
Tôi thường đi bộ sang hàng xóm và đi chơi với anh ấy trong khi anh ấy làm việc trong cửa hàng của mình nhưng tôi có cảm giác mình không được chào đón,0
Tôi cảm thấy hài lòng và không nhất thiết phải quên đi nỗi đau mà cô ấy cảm thấy,1
Tôi đã nói trước đó rằng anh ấy cảm thấy bị phớt lờ kể từ khi em bé chào đời nhưng bây giờ đang trở lại bình thường vì sự chú ý cũng được dành cho anh ấy,0
Tôi vẫn đang tìm kiếm những lý do tốt đẹp mà tôi cảm thấy đam mê để tình nguyện và một lần nữa vào năm ngoái khi một người bạn giới thiệu tôi với một tổ chức đóng gói khẩu phần thực phẩm cho các gia đình nghèo,2
Tôi cảm thấy một chút dịu dàng trong các tác phẩm gỗ của tôi,2
Tôi đột nhiên cảm thấy bị xúc phạm khi gõ nó xuống,3
"Tôi cảm thấy chán nản, tôi cảm thấy như họ sẽ tiêu cực vì tôi không phải là người anh lớn có ảnh hưởng nhất",0
im cố gắng để đi trên những gì tôi cảm thấy hy vọng lần tới tôi dũng cảm các quy mô tôi sẽ được tốt trong một vài ngày và sẽ thấy một số đẹp hơn,1
Tôi không khỏi cảm thấy có chút khổ sở,0
"Tôi bước đi trong một lớp học thông thường, các giác quan của tôi cảm thấy bị tấn công bởi tất cả những thứ trên tường treo trên trần nhà và bao phủ tất cả các bề mặt",4
Tôi cảm thấy rất thông minh khi làm điều đó,1
Tôi có thể đi bộ toàn bộ cửa hàng tạp hóa mà không cảm thấy như họ sẽ cho đi và cơn đau không còn xảy ra thường xuyên nữa,0
Làm điều tốt và gần như kỳ lạ khi cảm thấy vô tư,1
Tôi đã có thể cảm nhận được sự khác biệt về sức mạnh trong lớp kỹ thuật và ba lớp học trong Tôi đang bắt đầu tìm thấy sự cân bằng của mình mặc dù nó vẫn còn khá run rẩy,4
Tôi cảm thấy rất thấp và tôi đã không cảm thấy thấp như vậy trong một thời gian nên nó thật tệ,0
"Tôi hoàn toàn thích sợi mỏng này, nó đang làm nên điều kỳ diệu cho tôi và tôi cảm thấy tuyệt vời",1
Tôi cảm thấy như thể tôi đang ở trong một vòng xoáy Công giáo kỳ lạ nào đó,5
"Tôi có cảm giác rằng nhiều người trong số các bạn sẽ ngạc nhiên khi biết rằng sau gần nhiều năm, đã đến lúc tôi nói lời tạm biệt với tư cách là người hướng dẫn giải trí của bạn",5
Tôi rất kết nối với những gia đình không phải của riêng tôi và tôi yêu họ rất nhiều và vì vậy tôi cảm thấy may mắn khi tìm thấy một gia đình để kết nối ở nhiều cấp độ khác nhau,1
Tôi đã cung cấp rượu cho bữa tối và một nơi để gặp nạn và tất cả những gì tôi nhận lại là cảm giác hoàn toàn không được chào đón trong căn hộ của chính mình,0
im cảm thấy rất chết tiệt tức giận và chỉ,3
Tôi đã ký vào bản kiến nghị và biết rằng nó sẽ được phục vụ trong vài ngày tới đã khiến tôi cảm thấy dễ bị tổn thương vì tôi không chắc chắn về phản ứng của anh ấy,4
Tôi cảm thấy như tôi dễ dàng bị phân tâm trong việc tạo ra mọi thứ và chuyển sang nhiều dự án khác nhau trong suốt một tuần,3
Tôi có thể có nhiều con nhưng nếu có quá nhiều sức mạnh của tôi sẽ không đủ và vợ tôi sẽ cảm thấy gánh nặng,0
Hôm qua tôi biết rằng tôi bị cảm lạnh nhưng sáng nay tôi cảm thấy khủng khiếp,0
Tôi cảm thấy sốc nếu tôi trở nên già như vậy,5
"Tôi ghét cách cha mẹ đối xử với cô ấy, tôi ghét sự bỏ bê cảm xúc và nhu cầu của cô ấy như một đứa trẻ thông minh tràn lan trong phong cách nuôi dạy con cái của họ",1
Tôi cảm thấy bất lực vì tôi không thể giải thích điều đó với anh ấy,0
Tôi cảm thấy bị tra tấn một href http lawrencewashington,3
Tôi đụ với chiếc áo khoác đó nhưng tôi thực sự vẫn cảm thấy như cô ấy không biết làm thế nào để đá chiếc áo khoác này nên trông hơi khập khiễng khi thử bất cứ điều gì,0
Đôi khi tôi có thể cần phải để cảm giác này biến mất nhưng tôi sẽ không làm cho bạn cảm thấy bất an hoặc làm phiền hoặc không thoải mái,4
Tôi không cảm thấy nóng và khó chịu nhưng tôi để anh ấy giữ chặt cơ thể tôi như thể anh ấy đã sẵn sàng để ăn tối Tôi nói với bạn rằng tôi sẽ không tìm thấy người yêu nào tốt hơn khi anh ấy hôn môi tôi là của bạn Tôi nghĩ về tôi cần tưởng tượng bạn để thoát ra,2
"Tôi cảm thấy như là một chuyên gia sáng tạo, bạn cần phải có lối thoát sáng tạo không bị ép buộc đó để lấy lại cảm hứng",1
Tôi cảm thấy ngày càng hy vọng,1
Tôi bước ra khỏi đó với một sự hiểu biết tốt hơn về những gì đang diễn ra trong thí nghiệm nhưng cũng cảm thấy hơi choáng váng vì tôi chỉ có một phương trình để mô tả tất cả những điều này,5
Tôi cảm thấy sáng tạo nhất của tôi hơn là của một sinh viên có thời hạn để đáp ứng,1
Tôi cảm thấy muốn bỏ bóng bầu dục vì tôi bị phớt lờ,0
"Tôi bắt đầu cảm thấy bực bội hoặc choáng ngợp, đó là một dấu hiệu chắc chắn rằng tôi cần làm mẹ",3
im ngồi đó với cả hai bộ ngực treo ra vậy tại sao tôi cảm thấy không thoải mái,4
Tôi bị choáng ngợp với nỗi đau sâu thẳm của trái tim cảm thấy như một cơn đau trống rỗng bắt đầu trong ngực và lan rộng qua tâm hồn tôi,0
Tôi cảm thấy yên tâm rằng đó là câu trả lời đúng,1
Tôi cảm thấy tất cả sẽ ổn và các phước lành được ban cho tôi sẽ được thực hiện phù hợp với lòng trung tín của tôi,1
Tôi có thể mô tả những gì xảy ra với tôi là tôi cảm thấy run rẩy,4
Gần đây tôi đã phải vật lộn bất cứ khi nào tôi cảm thấy muốn nói điều gì đó giữa việc phản ứng với bản thân mình về Oh Julia You thật thông minh và dí dỏm,1
"Thành thật mà nói, bây giờ tôi cảm thấy nhẹ nhõm như khi tôi lần đầu tiên phát hiện ra mình sẽ được xuất bản sách",1
Tôi muốn nói rằng tôi cảm thấy như thể tôi không đóng một vai trò thực sự quan trọng trong cuộc sống của bất kỳ ai ngoại trừ một người bạn,1
Tôi đã học được nỗi đau thầm lặng của việc không được mong muốn và cảm thấy mình không được yêu thương,0
